line_id,reference,hypothesis
m04-012-04,"Ifor was . For there was his garage hand ,","ov was. Fov tL, ve Www his Gauge band,"
m04-012-05,"Dai Pugh , taking a tearful farewell of","PA Peck , ta lrg a beer pl for: well of"
m04-012-06,"Morfydd Owen . Morfydd , who had until","Ma. fy oh Oein . Mg fy ld whe had on fi/,"
m04-012-07,"recently been Ifor's typist , but was now","cently been Ifo. Me bois, buf Uus HOW"
m04-012-08,returning to her home town as a,ii fe vning to hie he me town aS Go
m04-012-09,fully-fledged schoolteacher .,EL My ~ ff Jy ed School hada.
m04-019-00,""" But I 'm only going fifteen miles away , ""","""Bib [foe only Gong tif hou niles Guay)”"
m04-019-01,"Morfydd was saying . "" Not the end of","Mouf del was Say sag. ""Weg Pi tnd of"
m04-019-02,"the world , is it ? "" "" For me it is , "" Dai","H.. aol! Is (42° “fo- mt | rs, “ Deas"
m04-019-03,"said wretchedly , wiping his hands on his","SA rel witch id], j 1794 9 Ops i On hea"
m04-019-04,"overalls preparatory to a last embrace . "" You","ovnalhe peparatory ha lash can bverce, ""Vo."
m04-019-05,will not be remembering a mere garage,"iu, // rot be none bw og 1 >0ve 0) @ mca e"
m04-019-06,hand when you are lording it over,bin oe ws ol tai & bum yer ave lov big ip COU
m04-019-07,"the Mixed Infants of Llangrwl . """,AL. Viner o/ inf ands of Llonng bw /”
m04-024-00,""" Silly boy , "" said Morfydd . Though she","“Shy boy, card Mofydd. Though sh"
m04-024-01,"could not help wondering whether , now she","cocld ot 4e/p wiediving whith , N06 w che"
m04-024-02,"had qualified as a schoolteacher , poor","hal geal¥fid as aschoolhache , Poop"
m04-024-03,little Dai was quite the man for her .,"(fF / De. was gerd KL, magn for Liew."
m04-024-04,A nice boy of course . But perhaps in the,"Anice bey of COcvst . 3,7 pr beps hen LL,"
m04-024-05,new world she was entering there might,hw wo v fel che us tn tiv ng bheve rniig h/
m04-024-06,"be boys equally nice , and with far more","be boys egeally Lifco, Guo we th fav mow"
m04-024-07,to offer . The conductor rang his bell .,bo off. Fa con J 'chov v ang Ls A
m04-030-00,""" Good-bye , Dai , "" said Morfydd , smiling from the bottom step .","Nag si"" A MAM, sotbing hem Be Mee, iy"
m04-030-02,"She was already up the bus steps , and the bus was away . And Morfydd Owen",
m04-030-03,"waving , unkissed , from the window . And Dai , on the pavement , knowing in his","vce mith Khem Ha ainda, beh Bi 0B pantheon"
m04-030-04,heart that Morfydd was leaving him as surely as she was leaving Dinas .,Yok Ra MAR a5 Jessi Sos wo ooh an 88 ney Se
m04-038-00,"So the bus set out for Llangrwl . But it never reached there ! Somewhere ,","$e ReSs ob ah Lor Baegeth, Dak’ asses salad Wor | Soaanden"
m04-038-01,"on those fifteen miles of mountain roads , it disappeared from the earthly",on Rew fen able A mrka’n vas Maga Yon Be al
m04-038-02,scene . The first intimation that all was not well came when a,"Ora, Ae SK jabomnatiin Bak AM as dk ald was ls"
m04-038-03,"Mr. Isaiah Roberts , landlord of The Traveller's Joy , rang up the","1 acd, Obes VanQed 2 Se Arontley |, ey vy my Hh"
m04-038-04,Dinas Motor Omnibus Co. to ask what had happened to their,"Dimas Nw Grands Re, Ke ath Aas Bed ertaad, Sor Blox"
m04-043-03,"reasonably . "" Start running punctual and where are you ? People get",
m04-061-00,""" And what are you going to do about it ? "" Tendentious , Mr. Roberts sounded .","WAAR ag ne ery Be Mod KV doh cer Sv, Whee ANY"
m04-061-04,and scour the countryside between here and The Traveller's Joy .,
m04-072-00,The two-twenty to Llangrwl has failed to,The firo-trond y fo Closet beg fold 46
m04-072-01,"complete her mission . "" Paled , did Dai . For the",Cor ple be Lite Wiser.” Prlal Cbd Deas - dor the
m04-072-02,"two-twenty carried , for him , a cargo more",
m04-072-03,precious than jewels . Though Mofydd Owen,"Pr€C1 CUS Phere, fecsels ; Vhcxgt Mofycld Chieu"
m04-072-04,"was , as he feared , departed out of his life ,","CS | as Le [loved , oloper bec| cel of Le Che,"
m04-072-05,"he still loved her dearly . Already , even","he sh Ueed bo diary . NUatady, Ctr"
m04-072-06,as with trembling fingers he fastened his,
m04-072-07,"trouser clips , he was seeing her lying in","Jesouter Ups, be UC § SHE wg LL tyex My"
m04-072-08,"some dreadful ravine , or beset by","SO £ rec feel VWVovine , OF Leset by"
m04-072-09,"robbers , or being whisked off to Emergency",Tebkt<s ov beg ohisked of bo Embroency
m04-078-00,"But even his imagination , luckily for him ,","Bud Cpe b.. jnnag ane heer, Cuchiby for bros,"
m04-078-01,did not visualise the awful truth - that,cliel rot LiSuclse tle atl foul - thet
m04-078-02,Morfyyd Owen was already qualifying for,Morfyyd Over LIAS als cody quelifyins for
m04-078-05,Cadwallader when his child mind grasped,Codiallade~ phir bic bVU weed srepel
m04-078-06,the fact that the green earth was falling,the fact Hat the grter darth wes faite
m04-078-07,away at a rate of knots .,AWK Y at a rae of kiiofs -
m04-081-00,Where indeed ? Megan Thomas spoke sharply,"lA tx €. ccliect ¢ Mego Jizwezs spoke shaw,"
m04-081-01,"to the conductor , demanding an explanation .","to the LOM. ductor, ol ec-oen alin au ox Mong —"
m04-081-02,"But nonplussed , the conductor was . A",bd ror plied ; tle Couceeclor L)C2S . H
m04-081-03,"good man , mind ; knew his job . But out of",gee! ltww | ain; lento bc gob. Led oul of
m04-081-04,depth in this particular instance . Fingered,"clep th fen fhis Qed iculee pr sheer ; dige, eof"
m04-081-05,his ticket-punch nervously . Peered out of,Lin ¢icket-Durch wer vos Cy. Pecxedl ouf of
m04-081-06,the window . Went and consulted the driver .,Ho biedew. L)tat auel canrnbled He dor «tide
m04-081-07,""" Where are we going ? "" he echoed Cadwallader .",‘TU ere are LL eg ¢ : Le Cclwecl CA oledlec
m04-081-09,""" But something very untoward has",""" Bok weblog kahng tan to waxwel Las"
m04-093-00,"Immersed in the Dinas Advertiser , was the","Tiewernsecl mw tHe Dia Mhatiser, Yoo he"
m04-093-01,"Rev. Edwards . Now he put down his paper ,","ev. Edcerds. Nhe he pet dan bos pepe,"
m04-093-02,"folded it , and glanced idly out of the","loldecl it, acl glen cecl itt, caf of PLE"
m04-093-03,"window . Looked again , eyes starting from","LyrHow . Lool. a! Yor, EYES Stor tng fron"
m04-093-04,"his head . "" God bless my immortal soul , ""","he Lead. ""Ged bless wy teawoileh sal,”"
m04-093-05,"he cried . "" Never mind your immortal","he crial. "" Nake tniand your jean vaneriten L"
m04-093-06,"soul , "" said Megan Thomas tartly .","Sock, Sud Moa ew Thlawas tart, |"
m04-093-07,""" Here we are traversing the heavens at the",""" Here tl ace 1a VES Dog We Leavers at ke"
m04-093-08,very moment when we should be,Fal Ss ee ee | Ah tr “2 € houlo! be
m04-093-09,running into Llangrwl bus station .,linn moh he laws € her Sfeber
m04-100-00,And no one doing the first thing about,Doel no owe doe phe fest thie aboud
m04-100-01,"it . "" Stung , the conductor was . "" What you","if. ; Stewer , tle Cornchecto~ VOC. heal vou."
m04-100-02,"expect me to do ? "" he inquired , bitter .","pepick we todo 2 be tegen ved, bilfar"
m04-100-03,""" Radio Flying Control at London Airport ,",t kewlio Hy oe Covkrad at lov.dou D) ov
m04-100-05,"us nowhere , "" boomed the Rev. Edwards .","us Lewhee, ” bee. al Ale Kyu. Ecloorcl"
m04-100-06,""" It 's all very well , "" commented","‘14 ‘s oW Ltry Lt, : Corto tute!"
m04-100-07,Mr. Hayball from the back seat .,Man. Ha y boo 7 [xo — dla hack Seat |
m04-107-00,""" But Eth and me wanted to be",” Bee Efi geld wee oe de A dee AD
m04-107-01,"at the Youth Hostel before dark . """,
m04-107-02,Morfydd Owen was silent . But she,
m04-107-03,looked down at the fast-disappearing,
m04-107-04,"earth , and it seemed to her that she",
m04-107-05,would never see her Dai again . And,
m04-107-06,though half an hour ago she had,
m04-107-07,regarded this possibility with,
m04-107-08,"fortitude , it now filled her with",
m04-107-09,dismay . Quietly she began to,"dirmay, Auielly rhe kya. te"
m04-113-00,"Dai , meanwhile , was pedalling","Yas, mrtamutilh » nas polaliog"
m04-113-01,furiously on the road . Not a sign of,
m04-113-02,the bus . He passed The Traveller's,"Kha Ans, He pari The Lavell >n"
m04-113-03,"Joy . At last he caught up Mr. Roberts ,","Jey. Mhat he cought igi Mr. RAL,"
m04-113-04,walking very dogged towards Llangrwl .,
m04-113-05,""" Afternoon , Mr. Roberts , "" he called , polite ,","“Wftarmnoer , Mor, Retete,"" be calkh, yot&,"
m04-113-06,as he shot past . His spirits were rising .,
m04-113-07,He had seen no sign of an accident .,
m04-113-08,Therefore Mr. Roberts must have been mistaken .,
m04-113-09,He would find the bus safe and sound in,Ka weld Jord the ty pase and nourd in
m04-113-10,"Llangrwl , and his dear Morfydd quietly",
m04-123-00,But disappointment awaited him . A,
m04-123-01,"restive queue of people in the bus station ,","tortie queue of yeepk, in Me hur rekon,"
m04-123-02,waiting to be transported to Dinas . And,
m04-123-03,"when he went to Morfydd's house , all","itor bewtrit he Mey Hd» howre, All"
m04-123-04,"he found was Morfydd's mam , working","fa found us Mrdydd 'o mam , vorbevng"
m04-123-05,"herself up proper ... Getting dark , now .",
m04-123-06,The conductor switched on the lights .,
m04-123-07,The beleaguered passengers peered out of,
m04-123-08,"the windows . Little to be seen , only a","[hirtmnddewr, Little Lett n2e2n, only x"
m04-123-09,"few lone stars , and the distant earth","fiw fore rlen, arc the lérkark ta th"
m04-123-10,brooding in her shroud of mist .,
m04-131-00,"Megan Thomas sat tight-lipped , nursing",Nigam Utrras pat hight -Migyedl ) eortagg
m04-131-01,the sleeping Cadwallader . Driver and,
m04-131-02,conductor peered ahead into nothingness .,
m04-131-03,On the back seat Stan Hayball embraced,
m04-131-04,his Eth . Morfydd thought of Dai . The,"his Eth, Mogld height ef Lar. Te"
m04-131-05,"Rev. Edwards , standing at the front ,",
m04-131-06,"looked at his forlorn flock . "" What","heobid at his porter Jlrche, ” Up"
m04-131-08,he suggested hopefully .,
m04-138-01,sank . If the Welsh found the situation,
m04-138-02,"too desperate for singing , then the",
m04-138-03,"situation , he realised , must be desperate",pttiatiornr ) Pt reebhirtt) rmruotse lagrate
m04-138-04,indeed . But suddenly they were roused,
m04-138-05,from their lethargy . Something was,
m04-138-06,"approaching , faster , faster , a tearing","opproaching , Jarte, fart, a Martng"
m04-138-07,hurrying blur that was past and gone,
m04-138-08,"in a moment , followed by a great","Ln a nem ink, Jellswet Ay a gtat"
m04-138-09,rush of sound . They waved frantically .,
m04-145-00,"But the jet aircraft was already miles away ,",Bul dhe. “tt out craft Wes alrec Ly wx: ( ey awe 4
m04-145-01,"swinging down to the darkening earth . "" It","Sevinging dousn do dle ler denin, card . : Td"
m04-145-02,"passed me at fifty thousand feet , sir . It was",passed Wwe ad filly dh ovsacel ect ; Liv. Th Was
m04-145-03,"climbing steadily . "" Group Captain Llewelyn Jones , Officer",Hin bins shea dlily. Group Ca phen Lhe we lyn Ups s / Of ev
m04-145-04,"Commanding R.A.F. Station , Dinas , looked keenly at the","Com oncbi KR Q.F. Sekion Diane, Zl Aewh, ad dic"
m04-145-05,Flying Officer who had burst so unceremoniously into his,Hg ing Offe ox indd a be bus} Ze Un Rtn ri oushy sini i.
m04-145-06,"office . "" And what did it look like , Broughtons ? Some",fee Bad olal hl il hod Lhe | Broghtors © Some
m04-152-01,""" Well , actually , sir , it looked like - like a bus .",Ale achialls Git / i fooheA hire ~ mas aw bus .
m04-152-02,"A single-decker , "" he elaborated . Daggers , the",i} Sing he - Kebwx - le FE Gen lie Des te
m04-152-03,"Group Captain looked . "" Broughtons , "" he said silkily .","()rouy Cap dain hooseA. “ Grey Clone, ; lo Sat s thls ."
m04-152-04,""" Didn't they teach you at Cranwell that buses are",‘Dicha Hes Pe | yin | eos S| fl. b buspeg ere
m04-152-06,"Buses crawl . "" Very pale , Broughtons was . But","Veusses Crewk. Vay pal, Brovybders wes. B./"
m04-164-01,"Waving . "" Like gimlets , the Station Commander's eyes .","Wa vig . ""Che yon bls te She fie. Comm oon le 's <¥5 ."
m04-164-02,""" Did you see the indicator board ? "" "" Yes , sir . "" "" And","‘OA jou Sve dia mdlicadee Loo of 2 Fes sie 7 ""Yot"
m04-164-03,"what did it say ? Mystery Tour ? "" Oh , very caustic , that",gl. i Aid sf Say ¢ gebr 4 oor c° Of | wry caunshic. fl
m04-164-04,"Group Captain . But Broughtons stood his ground . "" No ,",Ayrevy Cap tain Ret Brough boas Stood his Gr cened Me
m04-164-06,"back in his chair . "" I see . So you met a bus at",Sak te les . “TD see . So jee wef a Sus af
m04-180-00,"All lit up . Full of people waving as you went past . """,Vl Lit uP - full of poo ph Loar as yo uses f post
m04-180-01,"Suddenly he crouched forward . "" Broughtons , if I thought","Seaolal aL, aa ero uchocl forunh .  Groughhons, 4 £ FL vg Ad"
m04-180-03,I 'd have you court-martialled . But I know there,BA Bowes you cout- mahellet up J Pious Hr
m04-180-04,"isn't , "" he ended sadly . "" I tried to read the",sah ” he Lule 4 sath . “1 bid fb peo fie
m04-180-05,"registration number , sir . But it was getting dark . """,< yishe hen lan be 7 Si: Lu} if Lows gthos dav 4 : :
m04-180-06,He waited . But his commanding officer appeared to,Il. yralet af lus Coubar tay off appoowd fe
m04-251-00,""" Then we are saved , "" cried the Rev. Edwards .",Thaw Ue are a cret fle fey. chweds .
m04-251-01,"Shyly , Morfydd Owen produced a block of",So by Tor fy Ousek pre cher cock q Sa4 ef
m04-190-00,"He saluted , and left the presence , very crestfallen ...","He saluted, and (eft the presence, very Crest fallen..."
m04-190-01,"Time passed . The bus climbed , and went quietly","T (ne passe, The bus climbed, and went quietly"
m04-190-02,into orbit . Time passed . The Rev. Edwards' pulpit,"into orbit Time pacsed, The Key. Eotwardls papie"
m04-190-03,remained empty . And so did the arms of Dai,HL Mained empty. And co did -Ehe arms of Dar
m04-190-04,"Pugh . How could they be otherwise , when his","Ma gh. How could they he otherwise, when har’"
m04-190-05,beloved was circling the Poles at three-and-a-,beloved was cree Cine Lhe loles at three-and-a-
m04-190-06,"quarter-hour intervals , regular as clockwork ?",guarter- hour inter vals regular as clockwork?
m04-190-07,"Time passed . Everyone said , "" Pity about Megan",lime pasted | Everyone Saiot | “Prd y a boat Se gan
m04-190-09,"it was a pity at all ; as , indeed , they didn't .","(twas a pity at oll; as, indteed, they Won't."
m04-200-01,Dinas Advertiser . But the London papers ignored,Dinas Adl vert icer. Kat the Lonclon Pajrers 1qnoreot
m04-200-02,the whole affair . Ifor Evans reported his loss,the whole attony. lfor Cvons paporledt his (ass
m04-200-04,"a bus , is it . Very careless . "" That was their","a bas (set. Very careless. "" That was Lberr"
m04-200-05,"attitude . Now if there 'd been a good old accident ,","atltitagle. Now tt there'A been a goood old accidfent,"
m04-200-06,they could have measured up the road and,they coulel have measurect up the react anet
m04-209-00,But losing a bus ! People were always losing,Rut lasing a bas! People were always lasing
m04-209-01,"things . You 'd be surprised , they said . So it","things . You'of he Sarpriset, they said. Sg ¢e"
m04-209-02,"seemed , for a time , that the whole affair would","sce med for a Lime, Chal the wh¢ele aflair would"
m04-209-03,be written off as one of those unexplained,he weittern off as one of those ynex plained
m04-209-04,"mysteries , like the Marie Celeste . Then things","mysteries, like the Marie Celeste. Then things"
m04-209-05,began to happen ... But what about the voyagers ?,Deqan to happen... Bat what about the voyagers?
m04-216-00,"Well , the Rev. Edwards had taken command . "" Our","Well, the Rev. El wards hotrod taken canamand. Cur"
m04-216-01,"position , "" he said , "" is somewhat analogous to","position,"" he sai “ts Somewhat analogous to"
m04-216-02,that of a castaway on a desert island . Now,fhat of a Castaway on a eseré (slant. Wow
m04-216-03,what does such a person do ? He signals,Whal oes seach a person do? Ho signal
m04-216-04,his position by lighting bonfires or hoisting a,Nis position by lighting bonfires or harsfing A
m04-216-05,flag on a palm tree . And he tries to ensure,flag Or. a palm treo. And he f€rits Co orscre
m04-222-00,""" Can't go lighting bonfires on this bus , ""","“Can't Jo lig hZLing bonfires on this bas,‘"
m04-222-01,"the conductor said firmly . "" Contrary to the","the concactor Sad fiemly, ""Contrary fo Che"
m04-222-03,"the minister . "" No , we have another way of signalling","the minis Ler. ""No, We have another Way of signalling"
m04-222-04,our position . The driver must sound his horn,0 Ut position. lhe oviver tuast§ sound his horn
m04-222-05,"continuously . "" Gave him a look , the driver did .","Continoasly. "" Gave him a lagk, the Aviver Aid"
m04-222-06,""" Where you think we are ? "" he asked rudely .","‘Where you think we are?"" he askect rudely."
m04-231-00,""" Do as I say , driver . "" Very stern , the reverend","Do Ou A cae | hen Ver. : bee’ pitm, Be revertnol"
m04-231-01,gentleman was . So the driver peep-peeped as,a) bm Harem aon WAS . Co Hi olan Us pep peeren a6
m04-231-02,"through empty space . "" Thank you , "" the Rev.","eu yA Con p hy pac. ""Thank oh - Be Rev."
m04-231-03,"Edwards said courteously . "" Secondly , we must","E ol ward ¢ ax oh Cor Kone "" Seon lhe , Are anusk"
m04-231-04,"pool and ration our supplies of food , if any . ""","pork and rahin our nupphes of frock, «f any.’"
m04-238-00,""" Now , who has any food ? "" he asked hopefully .","Moor thro Pas wy borok 2“ ye anheok Aojre pully,"
m04-238-02,""" Mr. Price , I think you may be able to help us here , ""","""Mer. Rece, } And an amon Le ab bo Aekp us Ane)"
m04-238-03,said the Rev. Edwards . Price shook his head .,nord Ke Rev. bolumrds. Poe rok Zt Kpact.
m04-238-04,""" Intended for Plas Newydd , this lot is . Paid for ,","© Lantern okt oh fr Flag Manat oie! Aub Lot is, farol fr"
m04-238-05,"too . "" He folded his arms protectively over the basket .",lie Ke frlotool ut anne cr keh vty oe bag hel
m04-246-00,"Mutinous dog , thought the Rev. Edwards , who hadn't",Wn A nomg hat Kom! Ve en | Conn Ag otro bade i
m04-246-01,enjoyed himself so much since reading Treasure,ony oye Limmrrh] fale | AWK Hocald wy “(Hay uA
m04-246-02,"Island . "" What have you got in that basket , Price ? """,Is Dunol . . Ubat hat yo aot a Kal bon kl ) Prix? ‘
m04-246-03,"he roared . Quelled , Mr. Price pulled out a grocery","Pu mark Gurl » Mr. Foc pothoh owt a artes,"
m04-246-04,"list , pushed his glasses up on his nose , and","List, push his prasee oY an favs anne, On A"
m04-246-05,"began to read . "" Six loaves , four pounds butter ,","fre aon bo wack. “Six hanrde, four p ude hon My,"
m04-246-06,"two pounds marge , one tin pineapple , one York ham . ""","Lt Poway amor , ome Wa pir arpee , ure Yor Lam"
n04-000-00,"Bertram's face was grim . "" You think it was the Snort ,",Lerbam s Pree Uns wm. . You Annk (1 wat ley Sam b
n04-000-01,"don't you ? "" John gave a short laugh . "" I did , "" he","Ayn 't yo” JA qos 8 oblevl Law th. “Tod, Sx"
n04-000-02,"said ; "" but I 'd better stop thinking that now .",pow oh | “drut Jo heVey rhe Rabie Balt nn.
n04-000-03,"Pericles is fitted with an identically similar one . """,Ptr keg itn fon wk an 4 hon hicokly nim Fay ln
n04-000-04,""" So there you are , my dear . "" Peggy 's eyes filled","‘No Vane icicle ae ed "" Feaay'n a Pr kleot"
n04-000-05,"with tears . "" It 's so unfair , "" she said .","an Rar,"" di¢ 20 Uy fow'r) “ ahe mae."
n04-009-00,""" That little beast Robbie Munyard spent six",“Thal Le death Rebhre Hum yoo opin! arx
n04-009-01,months ashore while Pericles was refitting in the,"rape An ohm wtu d, Peril f wey rep bhi Pr Re"
n04-009-02,dockyard and now that she 's ready for sea he goes,Mok yard and nny Kal zale - ncoalag for ree Au ort
n04-009-03,sick . Just because he 's an Honourable he can do,nip. Jost kiccomse hair Oy Umourrt As can AO
n04-009-04,"what he likes . Anyway , why pick on you to succeed",Gal ha Lee | Arg roma iy pir oN ane fo Auccerof
m06-019-00,"Though your wings and your scars are new ,","[peg h your reir oS aud our SCA are new,"
m06-019-01,you may join us . ' ' I am Lily-yo . We three,"you may 6% us, | L ae, Lh--yo, be fhree"
m06-019-02,are humans . You are only flymen . We will,ave bitmaus. (0G are Only fl rien. be wil
m06-019-03,not join you . ' The Captives grunted in boredom .,yok yor Sou. (He Cotes granted yn hoeredorn |
m06-019-04,The Chief Captive spoke again . ' Always this,The Chief Caprre yoke agath . Always +hes
m06-019-05,talk from you of the Heavy World ! You have,tale [O77 veu of Me Neary LisrlA! fou have
m06-019-06,"joined us . You are flymen , we are human . You","pod US Coa gare fined, we are human. Nou"
n06-148-00,I saw several men running down towards,Ll saw sevéral meu runnivg down Fowards
n06-148-02,As the nearest of them came round the,Ais the ALECA LES v4 of “he w an vv7e youth Ate
n06-148-03,"shack , his rifle at the ready , I saw it was Nick","shat , Ais sifle at +ky reid, ~Lsaw +h was Mth"
n06-148-04,"Dowd , still wearing his blue check shirt . He","Powel , stl wearing hts blae check shirt Ke"
n06-148-06,"come 2a-calling , "" I said . "" Can't see no reason",rome 2a -arlng “Lo Sarno Caakt 6ece@ 22 NEazS5OE
n06-148-07,"for calling , "" he said . "" Still long as you 're here","for cadre , «“ fe sat. Shiv (oug 25° poarne here"
n06-148-08,you may as well stay a while .,"You 47a, 4S LCY% SAY @ LKAIE."
n06-156-01,one of the miners who 'd come along with,Ore of Ae vqaers whe A come aleng ar
n06-156-02,Nick Dowd took our horses off to water .,Mick = Dowcl Fook oar Zerses Oo fh Khe water.
n06-156-03,We followed Nick Dowd into the shack .,Ae foloaweth AVck Douch vate he shacé&.
n06-156-04,They 'd rigged up a stove of sorts and on it,(Ae yy At nrg gen “yo 4 sfove of sores Aecrcl Orvr v4
n06-156-05,a huge blackened coffee-pot steamed . Other,"an Au ge Ola chkenc@l Coffee Vo0et SheawvrceH, Orther"
n06-156-06,miners followed in at our heels . Nick Dowd,Y7/ 206 S Selle weol ser GF — were ACCS ANC Lowel
n06-156-07,found us a couple of boxes to sit on .,fount ws @ cocvale of Boxes Fo srk eer.
n06-163-00,A small man in bib overalls and a battered,Asuna At aen se 2S Create CAucl @ 60h eecf
n06-163-01,"Derby hat fussed around the stove . "" 2Ain't",Derb- Aah ferssed Garonne the Seve. °C Ayo 4
n06-163-03,"comforts , "" said Dowd . He introduced the men",CO fOr YS “sare Dow. 4e ttteAncwd Me mec
n06-163-04,"who 'd come in as Roper Smith , Shorty , Mick",LAo pf COfI7E tke aS Koger Svaestb 4 Shorky 7 AMC
n06-163-06,the little hombre in big overalls . Very soon he,"He hve 40m Ore 44 Jy ovens. ber, seon 4e"
n06-163-07,had tin mugs filled with hot black coffee,hal Lyin PAGS pile tte fet bBlacl coffee
n06-163-08,sweetened with molasses for all and for us,Swécreseu lh vnolarmwes f~or~ Gl Gaaerv (Or- as
n06-169-02,"as of now , apart from a few sacks of gold","Qs Cf Ow, ane Krom a fen cacks ef gol"
n06-169-03,"dust . "" He winked at his partners . They all",aS - ' -re arntefe ar Aas JOGO “ery . 7 hey as
n06-169-05,we 'd finished and I 'd rolled a cigarette,We. of fuss het Aadcl L et rotleA a avgare he
n06-169-07,you came in that 2somep'n happened last,you cane rh ha 4 some 7 haga Cerca last
n06-175-01,"After you 'd left the meeting , mister "" - I",After you OC lef 4he niece “ag ) pu sfer = Lf
n06-175-03,down William Appleton outside the Palace,Houn biliaey Wop le tor autilte fhe falace
n06-175-04,"with a shotgun . "" I paused and watched my",pufh a Sholgen . e& OSC acl awa rot cot ao Sa
n06-175-05,words affect them in their different ways .,WOrnas a precK Fhem 12 Kher Ai fpererih oars.
n06-175-07,""" It 2jest about leaves everything wide open",74 Cast Aho fear eS cre Ming nice pen
n06-175-08,"for Mr. Pell and his bunch , "" observed",fer Tr. fell awH frs bunch _” cbsened
n06-182-00,The rest of the men there said nothing but,Jhe ret af He wen here sar rotting but
n06-182-01,you could see they were hard hit . They were,Yeu could «ee they were hard VF. Jey veere
n06-182-02,simple men who knew a lot maybe about,Siryp re W600 w4o AHyen a fof paybe aban
n06-182-03,digging for gold but were babes in arms,"cll Gg for gel Gur were babes ""4 arnos"
n06-182-04,when it came to dealing with owlhooters and,wher /4 canre fo clea lirg nit ouslhocolers aud
n06-182-05,desperadoes like Pell and Fenton and the,ACS 2 eradges Cr&e Let ant Fevers art = rhe
n06-182-06,"rest . "" I guess we 'd better hold onto the gold",pest. Lf guess we'ol beter held ove Khe Gud
n06-182-07,"right 2hyar , Nick , "" said the Sodbuster .","pig hh Layer, AWck, | satel fhe Sed/buster ."
n06-186-01,"better . "" Surprisingly Dan Maffrey came in at","Le ter, - Sergorysi2g he LDA Aa fires ANC +4 ar"
n06-186-03,sure asking for trouble . They 'll be on your,"Sune aslbrg fer Froczble, Shey W be 0% pou"
n06-186-04,necks before you can say ' knife ' . It wouldn't,seks be ere you Cte? Say bani fe “ LA woultla K
n06-186-06,at gun point either . They 've done it before,
n06-186-07,"and got away with it . ""","Zeno gor Aas al Ze, “"
n06-194-00,""" You 're 2durned tootin' , mister , "" said the man","""Waa we OMeernEed Sooke,” aqister, «add the mar"
n06-194-01,"called Roper Smith . "" We 've got five rifles among",atletl Ke oge-~ Sav A . ‘he re ger free Af-RS A2OG
n06-194-02,us and a few six-shooters . But most of us,"wS aad a ~en sr+-shocoters , Bat wesk COL as"
n06-194-03,2ain't 2eddicated in shootin' . It 'd be a,C0 ank Cedtlearectl 17 $4004. LL of £6 o@
n06-194-05,"on getting your gold to the bank , then we 'll","Bee gewirg soar Ga to rte Bank, rren wel/"
n06-201-01,with Dan Maffrey's aim to avenge himself,pith Day N14 f¥rey 5 atin fo avecrige hamself£
n06-201-02,on the Fenton bunch but still it was a,0-7 Khe Of eerfown) = huench = berk SHY sh nas a
n06-201-03,"handsome offer so I chimed in too . "" That",fauilsome offer £0 L charred 14 Koo. That
n06-201-05,"and hold up the stage , it 'll be a couple or","geertl Aol “ Khe age , (7 U b6€ a CoOcyWVe Or"
n06-201-06,"three of them , no more . I reckon we can deal","phree Of ther , 770 w700€, L reckog we @4 Cea/"
m06-031-00,"' But we - ' ' Stop your stupid talk , woman ! ' ' We are - '","‘Rut we -' ‘Sop your adupid fale, wouan! “We are -|"
m06-031-01,"' Be silent , woman , and listen , ' Band Appa Bondi said .","Be Stent, woman, and listen,"" Rand Appa. Bondi said."
m06-031-03,things we will tell you . All who make the journey from,rungs Wwe ail tell you. All wus make Whe joumey bron
m06-031-04,the Heavy World become changed . Some die . Most live,Hue Heavy World becone CMdngedt | Sove aie. Mest live
m06-031-05,and grow wings . Between the worlds are many strong,ONnd aro KINQS. Rekween Hire wotlds are Hay shang
m06-042-00,"When you come here , when you come to the True","When your come here, when you come to the rue"
m06-042-02,tigerfly is not a tigerfly until it changes . So humans,riger tly Ss Not a Hoer\ly unhl ik Chances | So Wurans
m06-042-03,"change . ' ' I cannot know what he says , ' Haris said",change. ‘\ cannst Lnow whak he says) Haris gad
m06-042-04,"stubbornly , throwing himself down . But Lily-yo and",werlobornly A Hareusiag Lamgelh Gown - But Lily- xo and
m06-048-03,it dies when it changes into a tigerfly . ' ' You are still,"it Meg when it Cronoes Tato a Hoertly ""You are abil"
m06-048-04,"young , ' said the Chief Captive . ' You begin newly here .","FAUNA , “Said Yue Wek Caphve - » You loeain newly hese."
m06-048-06,each other . In their flight from the 4wiltmilt they had,eadhr other. \n err Wight from bre Gusilbwilt Hey hod
m06-048-07,heedlessly thrown down their souls .,weedlossly Harsien dawn hueit Souls.
m06-056-00,Haris had trampled on his . It was unthinkable !,Hons hod tOMpled on We. IE was untliaLoble!
m06-056-01,' You see . You needed them no more . You are still,“You See. Yor neecdlad them no ware. Yor Mie aki
m06-056-02,young . You may be able to have babies . Some of those,YOUNG - Xou may be alde to have bobs. Some of hhase
m06-056-03,babies may be born with wings . ' The Captive with,"loaloies May leo loon with ms1Ag§ | Te. Cagh ve ust,"
m06-056-04,"the boneless arms added , ' Some may be born wrong ,","tue boneless arms added, Some Movs lee born PONG ,"
m06-056-05,as we are . Some may be born right . ',OS We Ate. ote May le loan Nalat .
